Tools,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,Frame,Time [sec],Face,State,Angle,Latitude,Longitude,Spin,Tx,Ty,Tz,Error,Markers
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,228190,712.505,1,OK,NaN,83.5929933,170.7096361,-0.0000000,107.901,-45.307,-308.741,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,228198,712.530,1,OK,NaN,83.5041068,170.5207687,0.0000000,107.212,-46.020,-309.168,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,228206,712.555,1,OK,NaN,83.5596154,170.6422636,0.0000000,107.357,-47.470,-309.309,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,228214,712.580,1,OK,NaN,83.3839049,170.8667038,0.0000000,107.238,-49.136,-309.383,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,228222,712.605,1,OK,NaN,83.3160828,170.9044609,-0.0000000,107.692,-51.428,-308.961,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,228230,712.630,1,OK,NaN,83.2170798,170.6115275,-0.0000000,107.472,-50.680,-309.303,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,228238,712.655,1,OK,NaN,83.2624681,170.2107181,-0.0000000,107.506,-50.720,-308.805,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,228246,712.680,1,OK,NaN,83.1033457,170.1659680,-0.0000000,107.039,-51.444,-308.813,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,228254,712.705,1,OK,NaN,83.1563737,170.4552532,0.0000000,107.814,-53.306,-308.745,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,228262,712.730,1,OK,NaN,83.0054185,170.5609701,0.0000000,108.282,-55.103,-308.614,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,228270,712.755,1,OK,NaN,82.9529702,170.7116443,-0.0000000,109.185,-55.906,-308.530,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,228278,712.780,1,OK,NaN,82.8067514,170.7958877,0.0000000,109.828,-57.122,-308.199,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,228286,712.805,1,OK,NaN,82.8215525,170.9364390,0.0000000,111.039,-58.261,-308.581,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,228294,712.830,1,OK,NaN,82.5892042,171.0797779,-0.0000000,111.236,-59.209,-308.694,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,228302,712.855,1,OK,NaN,82.6731570,171.2492346,0.0000000,112.433,-60.169,-308.591,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,228310,712.880,1,OK,NaN,82.4514792,171.2305752,0.0000000,112.584,-61.834,-308.326,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,228318,712.905,1,OK,NaN,82.5113478,171.3860843,-0.0000000,113.506,-63.064,-308.469,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,228326,712.930,1,OK,NaN,82.3387524,171.4248257,-0.0000000,113.573,-64.255,-308.516,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,228334,712.955,1,OK,NaN,82.3272602,171.6018085,0.0000000,114.042,-66.044,-308.508,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,228342,712.980,1,OK,NaN,82.2325299,171.7846262,-0.0000000,114.197,-67.353,-308.614,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,228350,713.005,1,OK,NaN,82.2423756,171.8226566,0.0000000,114.578,-68.845,-308.570,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,228358,713.030,1,OK,NaN,82.0869654,171.8192832,0.0000000,114.192,-70.218,-308.492,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,228366,713.055,1,OK,NaN,82.1972000,171.9043864,-0.0000000,114.459,-70.827,-308.741,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,228374,713.080,1,OK,NaN,82.0545152,171.8373410,0.0000000,114.088,-72.236,-308.523,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,228382,713.105,1,OK,NaN,82.1408000,171.8628042,0.0000000,114.635,-73.498,-308.588,0.0000000,0
