Center_X,Center_Y,Center_Z,Yaw,Pitch,Roll,Positional_Velocity_X,Positional_Velocity_Y,Positional_Velocity_Z,Rotational_Velocity_X,Rotational_Velocity_Y,Rotational_Velocity_Z
-5.04319695464587,19.697693170005103,335.7501685187734,0.30682925699115476,-0.18848169022798172,-0.9522188777580579,,,,,,
-5.104001020899159,17.624248724569274,338.49075981750036,0.3409915514570341,-0.16410604183628305,-0.9502609547248821,,,,,,
-4.3527241156140155,13.161050455633626,337.7976768225051,0.28978050791843835,-0.19001954978256586,-0.9395397710423918,,,,,,
-4.1412919901785505,11.168176354081911,338.66109827250983,0.3025910892178609,-0.1751478094891515,-0.9434681006870025,,,,,,
-4.224429761915676,9.603895187811178,338.5342016959303,0.31254555124735617,-0.21022028940964413,-0.9346705773789872,,,,,,
-3.5429576051674054,5.04451367758507,338.7838704330372,0.27920615687337674,-0.19235430041536777,-0.9429208702983176,,,,,,
-3.571034187980766,3.5658129017651823,340.55017809353467,0.3017911994915579,-0.19896932100197667,-0.9434923312356008,,,,,,
-5.721580332415082,4.019056111287902,343.88304627430296,0.2803261853864088,-0.39373629127883786,-0.8564989093418512,,,,,,
-2.870717601400041,1.3411735092554213,342.67950879617973,0.3103169440814194,-0.1953269887324557,-0.9347481584576146,,,,,,
-3.1285869283901304,0.2348099990402996,345.10900304790334,0.30590345228709526,-0.21023512868978744,-0.939911440372277,,,,,,
-5.363480697389543,0.5198089351720893,347.4199652803893,0.25533789223297865,-0.3834150217492664,-0.8484553122440966,,,,,,
-5.258679049367601,0.7865238552570065,343.5160065862974,0.17176339380967207,-0.41903248635489554,-0.7674457393595444,,,,,,
-6.02165669694317,-2.397862352688412,345.71277103940633,0.2922030258120166,-0.4052110673640772,-0.8536907826872696,,,,,,
-2.5234702905268565,-7.622304921819364,341.1824886795976,0.33117833117299683,-0.18036830861582417,-0.9452640173631632,,,,,,
-2.828140550882902,-9.502172175896973,346.26549302628297,0.32344815049646264,-0.20493219138657287,-0.9601010306546834,,,,,,
-3.0957341965602625,-10.93708163792812,342.57072633654286,0.3189611579598535,-0.23233723636899842,-0.94474792542782,,,,,,
-5.054000766064852,-11.38461196277566,347.4115697941354,0.28689112426141855,-0.4037733332585856,-0.8658170480193111,,,,,,
-5.085376271960263,-16.418775722158102,345.7374057207721,0.29902015982042884,-0.4069998566501995,-0.852876353877352,,,,,,
-4.994682181033853,-18.067332284265145,345.8844260553464,0.30093380537757974,-0.4220538138360477,-0.8500956850506157,,,,,,
-2.737361539159298,-20.489484864021446,344.86188673949215,0.28745414498826727,-0.2498346780669715,-0.9231181222844742,,,,,,
-4.920294088764853,-21.667054769141586,348.0960017449888,0.2893036047054254,-0.40612375322919086,-0.854854138587837,,,,,,
-4.584880806367655,-24.008420391335665,344.6167002149133,0.31694222719319953,-0.3704888138749313,-0.8383303041771816,,,,,,
4.647066120830441,-34.270885373455535,346.0867959020448,0.27721857412955037,-0.4165176032026392,-0.7921904819961251,,,,,,
5.27476618662749,-35.71514448717197,348.2021563074445,0.2930195404635849,-0.41326794119406735,-0.7991741618059595,,,,,,
5.741057784979664,-36.98164849552948,350.7544742126307,0.3075503678303022,-0.42023343074688346,-0.8011388371570612,,,,,,
5.90173614742075,-37.573538716420174,349.8835154332462,0.30763146755218185,-0.4168143580050206,-0.8098125326371483,,,,,,
6.062102316054739,-38.44685356698527,352.59220582407437,0.29707715133497625,-0.4236427933283918,-0.8027573336782039,,,,,,
5.660488772000003,-38.504236388897326,349.21660299790756,0.2308694429053772,-0.46492000938271844,-0.7681724034778113,,,,,,
5.885952156106781,-40.36046294800542,350.42402348579543,0.30429492129365227,-0.4230921550415993,-0.8012511089165573,,,,,,
5.645772925695133,-39.3193442523867,349.47941775949437,0.22553667037345473,-0.47069517509550596,-0.7612016559111866,,,,,,
6.283486925184625,-39.676795976277674,353.5543669733966,0.19970262422783136,-0.4576956642344499,-0.7411250932566772,,,,,,
6.066104425136682,-39.37141199075067,352.8464187928071,0.20958190920945502,-0.4666762681548762,-0.7634012149397359,,,,,,
5.668441946841035,-39.31942521251299,348.20042179168684,0.229164634667851,-0.468025046496447,-0.7584349975310859,,,,,,
5.661736677528985,-39.26586435398102,347.42059571137435,0.23152321573651424,-0.45040772701932097,-0.7634111434838823,,,,,,
4.976101477375895,-40.09644041657521,348.2641651209386,0.3144423360238521,-0.43791636972951814,-0.7989440735337734,,,,,,
4.499865150838928,-39.805136124771465,347.9343239189908,0.31790895902071303,-0.4440947702733361,-0.7930831419929579,,,,,,
5.429240868989291,-37.56801971585872,349.8823891822835,0.172437043495549,-0.41018250860263455,-0.7876201049917387,,,,,,
3.747321166473323,-37.92056141637418,345.67375292379654,0.3140155789129763,-0.43746169586814315,-0.7938147436293352,,,,,,
3.4438115940185576,-37.23192046438291,346.05410929228066,0.30418634374090786,-0.4369242024629337,-0.7939528328414869,,,,,,
3.5024544729906784,-36.58117072932443,345.10726537505985,0.3062833125874933,-0.4279104363442714,-0.7926354083483401,,,,,,
2.9724467740191853,-35.68079668220417,345.4659491278992,0.2946495030768717,-0.43909511026950826,-0.7831801488983711,,,,,,
2.2075604700075937,-34.8879720053328,344.0988085198812,0.30577336899315527,-0.4407753681348579,-0.7879007464557044,,,,,,
1.5367838716521085,-33.85631177124304,342.8226250975907,0.29692364392945275,-0.43663143897935514,-0.7923514141803296,,,,,,
3.1784245876228585,-33.57389503543633,340.7158821247689,0.32272828635914175,-0.24613214920006288,-0.8604424126979886,,,,,,
1.758434121535517,-29.913553665190673,336.3383087789875,0.3025938069051927,-0.24779782077392742,-0.8631002147616561,,,,,,
-1.6062565041001349,-28.042169595128687,340.3401619775163,0.317370105275888,-0.4354820175714793,-0.7810666458700588,,,,,,
-2.078379953166927,-26.282168406060798,338.14888105666193,0.2959733044557613,-0.43130235726111926,-0.7828947781323815,,,,,,
