Tools,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,Frame,Time [sec],Face,State,Angle,Latitude,Longitude,Spin,Tx,Ty,Tz,Error,Markers
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,215318,672.314,1,OK,NaN,89.6051244,168.9231451,-0.0000000,41.257,14.849,-292.163,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,215326,672.339,1,OK,NaN,89.6590296,168.8445314,0.0000000,40.848,15.215,-292.174,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,215334,672.364,1,OK,NaN,89.6558465,168.9726243,0.0000000,40.246,15.144,-292.238,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,215342,672.389,1,OK,NaN,89.6750817,169.1389118,0.0000000,39.898,15.456,-292.437,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,215350,672.413,1,OK,NaN,89.7159251,169.0162139,0.0000000,39.265,15.127,-292.196,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,215358,672.438,1,OK,NaN,89.7374710,169.0309803,0.0000000,38.672,14.906,-292.158,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,215366,672.463,1,OK,NaN,89.7844374,169.0554329,-0.0000000,38.357,14.956,-292.190,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,215374,672.488,1,OK,NaN,89.7882711,169.0081684,0.0000000,37.751,14.608,-291.992,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,215382,672.513,1,OK,NaN,89.8552292,168.9494691,0.0000000,37.474,14.674,-291.907,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,215390,672.538,1,OK,NaN,89.8465750,168.7149621,-0.0000000,36.939,14.526,-291.678,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,215398,672.563,1,OK,NaN,89.9156936,168.8583536,0.0000000,37.220,14.655,-292.070,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,215406,672.588,1,OK,NaN,89.8950697,168.7962821,0.0000000,36.875,14.444,-291.439,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,215414,672.613,1,OK,NaN,89.9257809,168.8316759,0.0000000,36.980,14.359,-291.340,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,215422,672.638,1,OK,NaN,89.9201690,168.8410606,0.0000000,36.873,14.697,-291.489,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,215430,672.663,1,OK,NaN,89.9837383,168.6733380,-0.0000000,36.910,14.581,-291.428,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,215438,672.688,1,OK,NaN,89.9405956,168.7592758,0.0000000,36.866,14.438,-291.304,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,215446,672.713,1,OK,NaN,90.0128192,168.6852782,0.0000000,37.160,14.376,-291.098,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,215454,672.738,1,OK,NaN,89.9514176,168.7838108,-0.0000000,37.116,14.515,-291.389,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,215462,672.763,1,OK,NaN,89.9616843,168.7620619,0.0000000,37.115,14.446,-291.258,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,215470,672.788,1,OK,NaN,89.9664432,168.7536891,-0.0000000,37.116,14.348,-291.062,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,215478,672.813,1,OK,NaN,89.9726325,168.7392766,0.0000000,37.192,14.330,-290.950,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,215486,672.838,1,OK,NaN,89.9309847,168.6582012,0.0000000,37.404,13.967,-290.207,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,215494,672.863,1,OK,NaN,90.0036320,168.6835980,-0.0000000,37.832,14.106,-290.510,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,215502,672.888,1,OK,NaN,89.9435585,168.7128034,0.0000000,37.780,13.734,-290.319,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,215510,672.913,1,OK,NaN,89.9389985,168.6753877,0.0000000,38.028,13.360,-290.179,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,215518,672.938,1,OK,NaN,89.8369263,168.8008860,-0.0000000,38.085,13.133,-290.186,0.0000000,0
1,Port 0x0A: NDI 080051  s/n:3A997400 Channel:0,215526,672.963,1,OK,NaN,89.9156006,168.7755185,-0.0000000,38.550,12.940,-290.041,0.0000000,0
