Center_X,Center_Y,Center_Z,Yaw,Pitch,Roll,Positional_Velocity_X,Positional_Velocity_Y,Positional_Velocity_Z,Rotational_Velocity_X,Rotational_Velocity_Y,Rotational_Velocity_Z
-148.780116488401,14.383081124375064,336.4000559061058,-1.0209945624291086,2.117187360656699,0.0033589980225167924,,,,,,
-157.61502900911933,28.54727956467233,373.2068792428197,0.9951366576712943,-2.8246097604087153,0.46265502954297755,,,,,,
-162.50941893816056,27.403076472080663,377.4964864264971,1.078740323661865,-2.9821798887037696,0.6459740039087255,,,,,,
-174.11366727561472,24.21960975160942,393.2972772140993,-1.0666230591679013,2.7275665777094042,-0.47720359271601825,,,,,,
-170.43199150452776,22.49098345995432,381.3042160601105,-1.1311517928194554,2.6764621598356473,-0.4145258545368372,,,,,,
155.1280952402942,-20.487005570556324,-340.73515403423414,2.6756936170375423,1.2017220577404195,0.5539739804596264,,,,,,
-141.8025054160338,18.263925503163403,330.9013567461575,-1.2160737700697326,2.9331971104889747,0.034770647966447105,,,,,,
-154.16525172290827,25.744850186279816,351.6698200498839,1.180137391454339,-2.932533454195973,0.6018087481893288,,,,,,
-165.33197429029252,26.113689467005408,375.69943346270395,-1.1117356501802238,2.6964817115619066,-0.40100434088268366,,,,,,
160.570943776846,-24.922217472646864,-364.3619361384858,-3.022162015997182,-1.3018944140691815,-0.911024167995861,,,,,,
-159.5623583542517,23.777360170709414,361.55595816487846,-1.1354814150902792,2.6923384253981357,-0.3101056979141049,,,,,,
-154.9650482547037,21.05924358479603,350.6688019281779,-1.1483449095917664,2.6450264824996688,-0.23497608558852304,,,,,,
-160.08624269365833,21.23682793382005,363.0145169476492,-1.153620543127341,2.6952006808593874,-0.2703728557729066,,,,,,
-164.25644740742985,21.817429496282234,374.36959132855765,-1.1644413757145369,2.7870228681344664,-0.24721037355731892,,,,,,
-162.23088613222518,21.441552168686446,368.4891421948224,-1.1561629999180802,2.778246880797353,-0.22298054067081974,,,,,,
-162.6056972647992,21.8452579994892,368.61819420278357,-1.174255993542931,2.7714529903646277,-0.1928346241203321,,,,,,
-165.67822640951414,23.427399436996648,375.98960913185914,1.2533194094141336,-2.9647235918719153,0.20044292835610497,,,,,,
-164.79377261803901,23.738516775679297,373.60162872049136,-1.187496184823787,2.8128354304962535,-0.2128016220929783,,,,,,
-164.4955609569065,23.946701101144306,373.3378124302117,-1.1804904009730275,2.8108154760771455,-0.21720406755488575,,,,,,
-164.0548460024226,24.085600500507656,373.49403314900644,-1.1795865611455605,2.809794973241021,-0.2171726621711537,,,,,,
-163.7752170589566,24.152315791918546,374.08945191217236,1.2561531862917232,-2.9746106838335984,0.2123576018060267,,,,,,
-161.98755385466094,24.683473551945813,370.7867515073658,-1.1669755002168887,2.8141875663693496,-0.22783687399626584,,,,,,
-141.1863327054573,20.98997926777591,316.3827639382113,-1.1125053660884667,2.6926284905284006,-0.12098643958991832,,,,,,
